"","X.1","X","customer.id","Name.x","default","Personal.status","Present.residence.since","Present.employment.since","Job","age","Housing","Telephone","foreign.worker","Account.Status","Duration.in.Month","Savings.account.bonds","Property","Credit.history","Purpose","Credit.amount","Installment.rate","guarantors","Other.installment.plans","Number.of.existing.credits","liable.to.provide.maintenance"
"402",402,402,"EH-1412545","Eugene Hildebrand",1,"male   : single",4,9,"skilled employee ",42,"for free","yes","yes",10,6,150,"","existing credits paid back duly till now","radio/television",1346,2,"none","Bank",1,2
"403",403,403,"EH-1412578","Eugene Hildebrand",2,"female : divorced/separated",4,4,"skilled employee ",24,"rent","none","yes",0,18,90,"real estate","critical account","furniture/equipment",2124,4,"none","none",2,1
"404",404,404,"EH-4125134","Eugene Hildebrand",2,"female : divorced/separated",4,3,"skilled employee ",21,"rent","none","yes",50,30,400,"car or other","existing credits paid back duly till now","furniture/equipment",3441,2,"co-applicant","none",1,1
"405",405,405,"EH-412557","Eugene Hildebrand",2,"male   : divorced/separated",1,3,"skilled employee ",29,"for free","none","yes",0,12,80,"","all credits at this bank paid back duly","radio/television",2149,4,"none","none",1,1
"406",406,406,"EH-418561","Evan Henry",2,"male   : single",4,6,"unskilled ",24,"rent","none","yes",0,24,90,"car or other","all credits at this bank paid back duly","radio/television",1546,4,"guarantor","Bank",1,1
"407",407,407,"EJ-13720113","Ed Jacobs",1,"female : divorced/separated",4,10,"management",55,"own","yes","yes",250,12,90,"real estate","existing credits paid back duly till now","furniture/equipment",1424,3,"none","none",1,1
"408",408,408,"EJ-1415531","Eva Jacobs",2,"male   : single",3,1,"management",30,"own","none","yes",10,30,490,"","delay in paying off in the past","radio/television",1919,4,"none","stores",2,1
"409",409,409,"EL-137357","Ed Ludwig",1,"male   : single",4,0,"management",40,"own","yes","yes",50,18,80,"life insurance","critical account","furniture/equipment",7374,4,"none","stores",2,1
"410",410,410,"EM-1381058","Eleni McCrary",1,"female : divorced/separated",2,3,"skilled employee ",35,"own","none","yes",10,12,80,"life insurance","critical account","radio/television",1291,4,"none","none",2,1
"411",411,411,"EM-1382566","Elizabeth Moffitt",1,"female : divorced/separated",4,10,"unskilled ",57,"for free","none","yes",10,12,80,"","critical account","education",2748,2,"none","Bank",3,1
"412",412,412,"EM-1396058","Eric Murdock",1,"female : divorced/separated",2,3,"unskilled ",43,"own","none","yes",10,15,80,"car or other","critical account","radio/television",1459,4,"none","none",1,1
"413",413,413,"EM-1406548","Erin Mull",1,"male   : single",4,2,"skilled employee ",34,"own","none","yes",150,18,150,"car or other","existing credits paid back duly till now","business",2622,4,"none","none",1,1
"414",414,414,"EM-1414039","Eugene Moren",1,"female : divorced/separated",4,1,"skilled employee ",21,"rent","none","yes",0,18,90,"life insurance","critical account","furniture/equipment",1049,4,"none","none",1,1
"415",415,415,"EM-1414058","Eugene Moren",1,"female : divorced/separated",4,7,"unskilled ",23,"rent","none","yes",10,12,490,"real estate","existing credits paid back duly till now","business",841,2,"none","none",1,1
"416",416,416,"EM-14200130","Evan Minnotte",1,"female : divorced/separated",4,1,"skilled employee ",23,"rent","yes","yes",250,15,80,"life insurance","existing credits paid back duly till now","education",392,4,"none","none",1,1
"417",417,417,"EM-1420082","Evan Minnotte",1,"male   : single",2,2,"unskilled ",26,"own","none","yes",10,6,0,"real estate","all credits at this bank paid back duly"," New Car",783,1,"guarantor","stores",1,2
"418",418,418,"EM-396086","Eric Murdock",1,"male   : married/widowed",2,1,"skilled employee ",26,"own","yes","yes",10,8,90,"real estate","existing credits paid back duly till now","business",907,3,"none","none",1,1
"419",419,419,"EM-420086","Evan Minnotte",1,"male   : single",2,7,"management",31,"own","yes","yes",10,36,90,"car or other","delay in paying off in the past","Used Car",8947,3,"none","stores",1,2
"420",420,420,"EP-1391559","Emily Phan",2,"male   : single",4,3,"skilled employee ",21,"rent","none","yes",190,45,250,"life insurance","existing credits paid back duly till now","radio/television",3031,4,"guarantor","none",1,1
"421",421,421,"ES-14020120","Erica Smith",2,"female : divorced/separated",4,10,"unskilled ",48,"for free","none","yes",250,10,400,"","existing credits paid back duly till now"," New Car",1240,1,"none","none",1,2
"422",422,422,"FC-1424528","Frank Carlisle",1,"male   : single",4,10,"skilled employee ",49,"rent","yes","yes",10,12,90,"life insurance","critical account","furniture/equipment",5801,2,"none","none",1,1
"423",423,423,"FC-142457","Frank Carlisle",2,"female : divorced/separated",4,3,"skilled employee ",20,"rent","none","yes",0,18,90,"real estate","existing credits paid back duly till now","furniture/equipment",2039,1,"none","Bank",1,1
"424",424,424,"FG-1426045","Frank Gastineau",1,"male   : married/widowed",4,1,"skilled employee ",39,"own","yes","yes",10,18,80,"real estate","existing credits paid back duly till now","radio/television",1473,3,"none","none",1,1
"425",425,425,"FH-1427559","Frank Hawley",1,"male   : single",4,3,"skilled employee ",27,"own","none","yes",50,15,700,"car or other","critical account","business",2326,2,"none","Bank",1,1
"426",426,426,"FH-14365120","Fred Hopkins",1,"male   : single",4,3,"skilled employee ",61,"for free","none","yes",50,18,90,"","existing credits paid back duly till now","education",1239,4,"none","none",1,1
"427",427,427,"FH-1436582","Fred Hopkins",1,"female : divorced/separated",1,1,"skilled employee ",27,"own","none","yes",150,18,70,"life insurance","critical account","furniture/equipment",1295,4,"none","none",2,1
"428",428,428,"FM-1421545","Filia McAdams",1,"female : divorced/separated",2,0,"unemployed",38,"own","none","yes",10,12,90,"life insurance","critical account"," New Car",926,1,"none","none",1,1
"429",429,429,"FM-1421551","Filia McAdams",1,"female : divorced/separated",2,3,"unskilled ",46,"own","none","yes",250,12,80,"car or other","existing credits paid back duly till now","furniture/equipment",2251,1,"none","none",1,1
"430",430,430,"FM-1421564","Filia McAdams",1,"male   : married/widowed",4,3,"skilled employee ",41,"rent","none","yes",10,12,90,"real estate","delay in paying off in the past","Used Car",1503,4,"none","none",1,1
"431",431,431,"FM-1429065","Frank Merwin",1,"male   : single",4,10,"skilled employee ",38,"own","none","yes",50,6,90,"life insurance","existing credits paid back duly till now","radio/television",368,4,"none","none",1,1
"432",432,432,"FO-1430545","Frank Olsen",1,"female : divorced/separated",4,1,"skilled employee ",22,"rent","none","yes",10,9,490,"life insurance","existing credits paid back duly till now","furniture/equipment",2301,2,"none","none",1,1
"433",433,433,"FW-1439545","Fred Wasserman",1,"female : divorced/separated",4,10,"unskilled ",45,"own","yes","yes",10,36,90,"real estate","existing credits paid back duly till now","radio/television",3835,2,"none","none",1,1
"434",434,434,"GA-145157","George Ashbrook",2,"male   : single",4,4,"skilled employee ",68,"rent","none","yes",10,18,90,"car or other","existing credits paid back duly till now"," New Car",6761,2,"none","none",2,1
"435",435,435,"GA-1472527","Guy Armstrong",1,"male   : single",2,7,"unskilled ",24,"own","none","no",0,21,90,"real estate","existing credits paid back duly till now"," New Car",3763,2,"co-applicant","none",1,1
"436",436,436,"GB-145307","George Bell",1,"male   : single",4,9,"skilled employee ",36,"for free","yes","yes",190,24,0,"","existing credits paid back duly till now","Used Car",2760,4,"none","Bank",1,1
"437",437,437,"GG-1465045","Greg Guthrie",1,"male   : divorced/separated",2,3,"skilled employee ",33,"own","none","yes",10,6,1500,"real estate","existing credits paid back duly till now","furniture/equipment",1543,4,"none","none",1,1
"438",438,438,"GH-14410120","Gary Hansen",1,"male   : single",4,10,"skilled employee ",42,"for free","none","yes",0,36,90,"","existing credits paid back duly till now","Used Car",5493,2,"none","none",1,2
"439",439,439,"GH-1442527","Gary Hwang",1,"male   : single",2,3,"skilled employee ",30,"own","none","yes",50,12,90,"car or other","existing credits paid back duly till now","Used Car",2028,4,"none","none",1,1
"440",440,440,"GH-144257","Gary Hwang",2,"female : divorced/separated",4,0,"unemployed",55,"for free","none","yes",0,18,80,"","critical account","repairs",1190,2,"none","none",3,2
"441",441,441,"GH-1466527","Greg Hansen",1,"male   : single",2,5,"skilled employee ",51,"own","none","yes",10,6,80,"life insurance","existing credits paid back duly till now","radio/television",1595,3,"none","none",1,2
"442",442,442,"GK-1462092","Grace Kelly",1,"male   : single",4,4,"unskilled ",25,"own","none","yes",0,9,90,"real estate","critical account","radio/television",1138,4,"none","none",2,1
"443",443,443,"GM-1444027","Gary McGarr",2,"male   : single",1,1,"management",29,"rent","yes","yes",50,36,300,"","existing credits paid back duly till now","furniture/equipment",9034,4,"co-applicant","none",1,1
"444",444,444,"GM-1444037","Gary McGarr",1,"male   : single",2,4,"skilled employee ",32,"own","none","yes",190,12,80,"car or other","existing credits paid back duly till now"," New Car",6078,2,"none","none",1,1
"445",445,445,"GM-144407","Gary McGarr",1,"male   : divorced/separated",4,4,"skilled employee ",36,"own","yes","yes",400,24,2500,"real estate","critical account","business",1275,2,"none","none",2,1
"446",446,446,"GM-1444091","Gary McGarr",1,"male   : single",2,3,"unskilled ",27,"own","none","yes",10,14,80,"car or other","delay in paying off in the past"," New Car",802,4,"none","none",2,1
"447",447,447,"GM-144551","Gary Mitchum",1,"male   : single",4,4,"management",46,"own","yes","yes",10,24,90,"life insurance","critical account","Used Car",6842,2,"none","none",2,2
"448",448,448,"GM-1450093","Gene McClure",1,"male   : single",4,4,"skilled employee ",35,"for free","yes","yes",10,15,90,"","critical account","radio/television",1471,4,"none","none",2,1
"449",449,449,"GM-1468091","Greg Matthias",2,"female : divorced/separated",3,1,"skilled employee ",27,"rent","none","yes",190,18,0,"real estate","existing credits paid back duly till now","furniture/equipment",1924,4,"none","none",1,1
"450",450,450,"GM-1469527","Greg Maxwell",1,"male   : married/widowed",1,1,"unskilled ",22,"own","none","yes",10,6,90,"life insurance","existing credits paid back duly till now","repairs",454,3,"none","none",1,1
"451",451,451,"GP-1474058","Guy Phonely",1,"male   : single",4,8,"skilled employee ",39,"own","none","yes",10,36,700,"car or other","existing credits paid back duly till now","radio/television",2299,4,"none","none",1,1
"452",452,452,"GP-474086","Guy Phonely",1,"male   : divorced/separated",2,3,"skilled employee ",33,"own","yes","yes",10,24,80,"real estate","critical account","repairs",2058,4,"none","none",2,1
"453",453,453,"GR-1456045","Georgia Rosenberg",1,"male   : single",2,4,"skilled employee ",29,"own","none","yes",10,15,90,"","existing credits paid back duly till now"," New Car",3556,3,"none","none",1,1
"454",454,454,"GR-1456082","Georgia Rosenberg",2,"female : divorced/separated",2,10,"skilled employee ",25,"own","yes","yes",50,12,90,"life insurance","existing credits paid back duly till now","furniture/equipment",2762,1,"none","Bank",1,1
"455",455,455,"GR-1456096","Georgia Rosenberg",1,"female : divorced/separated",2,1,"unemployed",29,"own","none","yes",10,36,90,"","all credits at this bank paid back duly","domestic appliances",3990,3,"none","Bank",1,1
"456",456,456,"GR-456072","Georgia Rosenberg",1,"male   : married/widowed",1,1,"unskilled ",26,"own","none","yes",190,12,80,"real estate","existing credits paid back duly till now","radio/television",625,4,"guarantor","Bank",1,1
"457",457,457,"GT-14710120","Greg Tran",1,"female : divorced/separated",4,1,"skilled employee ",26,"own","none","yes",250,24,80,"car or other","existing credits paid back duly till now","furniture/equipment",3749,2,"none","none",1,1
"458",458,458,"GT-14710139","Greg Tran",1,"male   : single",3,2,"skilled employee ",31,"for free","yes","yes",10,48,50,"","critical account","education",6110,1,"none","Bank",1,1
"459",459,459,"GT-475533","Guy Thornton",1,"female : divorced/separated",2,1,"unskilled ",46,"own","none","yes",10,15,90,"life insurance","delay in paying off in the past","Used Car",3594,1,"none","none",2,1
"460",460,460,"GW-1460527","Giulietta Weimer",1,"male   : married/widowed",2,4,"skilled employee ",27,"own","none","yes",10,6,90,"life insurance","critical account","furniture/equipment",1221,1,"none","none",2,1
"461",461,461,"GZ-1447064","Gary Zandusky",2,"female : divorced/separated",4,10,"management",60,"for free","yes","yes",50,60,250,"","all credits at this bank paid back duly","Others",14782,3,"none","Bank",2,1
"462",462,462,"GZ-4545108","George Zrebassa",1,"male   : single",1,4,"unemployed",74,"own","none","no",400,6,90,"real estate","critical account"," New Car",1299,1,"none","none",3,2
"463",463,463,"HA-1492016","Helen Andreada",1,"female : divorced/separated",2,4,"unskilled ",33,"own","none","yes",10,9,90,"real estate","existing credits paid back duly till now"," New Car",3195,1,"none","none",1,1
"464",464,464,"HA-1492027","Helen Andreada",1,"male   : single",2,4,"skilled employee ",55,"own","none","no",10,12,1500,"life insurance","existing credits paid back duly till now","Used Car",1413,3,"none","none",1,1
"465",465,465,"HD-1478527","Harold Dahlen",1,"female : divorced/separated",4,3,"unskilled ",50,"own","none","yes",400,6,90,"life insurance","critical account","education",1047,2,"none","none",1,1
"466",466,466,"HD-1478548","Harold Dahlen",1,"female : divorced/separated",4,10,"unskilled ",36,"own","none","yes",10,21,2500,"real estate","existing credits paid back duly till now","business",1572,4,"none","Bank",1,1
"467",467,467,"HE-1480018","Harold Engle",1,"female : divorced/separated",1,3,"skilled employee ",29,"own","none","yes",10,6,80,"real estate","existing credits paid back duly till now","radio/television",518,3,"none","none",1,1
"468",468,468,"HG-1484545","Harry Greene",1,"male   : married/widowed",1,2,"skilled employee ",22,"own","none","yes",150,12,1500,"real estate","existing credits paid back duly till now"," New Car",1007,4,"none","none",1,1
"469",469,469,"HG-1496566","Henry Goldwyn",1,"female : divorced/separated",3,7,"skilled employee ",40,"own","yes","yes",10,10,90,"life insurance","existing credits paid back duly till now","retraining",894,4,"none","none",1,1
"470",470,470,"HG-1496597","Henry Goldwyn",1,"female : divorced/separated",1,6,"skilled employee ",28,"own","none","yes",10,24,900,"car or other","existing credits paid back duly till now","radio/television",1376,4,"none","none",1,1
